INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,PARENT1_INDEX,MSTATUS_INDEX,CAR_USE_INDEX,REVOKED_INDEX,URBANICITY_INDEX,EDUCATION_INDEX,JOB_INDEX,CAR_TYPE_INDEX,HOME_VAL_BIN,CAR_AGE_BIN,HOMEKIDS_BIN,KIDSDRIV_BIN,JOB_BIN,EDUCATION_BIN,logINCOME,logMVR_PTS,logBLUEBOOK,logCLM_FREQ,logAGE,logTRAVTIME
7949,1,4249.0,0,33.0,3,12.0,101222.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,17,Commercial,24710.0,9,Pickup,no,898.0,1,Yes,3,13.0,Highly Urban/ Urban,1,0,1,1,0,2,2.0,2,0,1,1,0,0,1,11.52508128274024,1.3862943611198906,10.114963298982655,0.6931471805599453,3.4965075614664802,2.833213344056216
7951,0,0.0,0,57.0,0,15.0,121505.0,No,333405.0,Yes,M,Bachelors,Professional,27,Private,14720.0,4,Minivan,no,0.0,0,No,0,5.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,1,1,1,0,0,1,1,11.707718923259504,0.0,9.596962392282867,0.0,4.04305126783455,3.295836866004329
7952,0,0.0,2,45.0,3,0.0,0.0,No,71936.0,Yes,z_F,z_High School,Home Maker,36,Private,13110.0,1,z_SUV,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,1,0,0,1,1,1.0,0,1,0,1,1,0,0,0.0,0.0,9.481130576757746,0.0,3.8066624897703196,3.58351893845611
7953,1,27711.373414,0,49.0,0,14.0,39589.0,No,197001.0,Yes,M,z_High School,z_Blue Collar,41,Commercial,14080.0,11,Minivan,yes,3767.0,3,No,2,8.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,1,1,1,0,0,0,0,10.586331840100176,1.0986122886681098,9.552510629712033,1.3862943611198906,3.8918202981106265,3.713572066704308
7954,0,0.0,0,49.0,0,11.0,126249.26333720409,No,331885.0,Yes,z_F,PhD,Manager,27,Private,18560.0,6,z_SUV,no,0.0,0,No,5,18.0,Highly Urban/ Urban,0,1,0,0,0,4,7.0,0,1,1,0,0,1,1,11.746021432974672,1.791759469228055,9.828764006340192,0.0,3.8918202981106265,3.295836866004329
7956,0,0.0,0,42.0,2,11.0,69825.0,Yes,0.0,z_No,z_F,Bachelors,Professional,40,Private,22780.0,4,Sports Car,no,0.0,0,No,0,12.0,z_Highly Rural/ Rural,1,0,0,0,1,2,4.0,3,0,1,1,0,1,1,11.153761712228906,0.0,10.033638237001172,0.0,3.7376696182833684,3.6888794541139363
7958,0,0.0,0,46.0,0,12.0,2438.6275867411387,No,0.0,Yes,z_F,<High School,Student,53,Private,10440.0,4,z_SUV,no,0.0,0,No,2,7.0,z_Highly Rural/ Rural,0,1,0,0,1,0,0.0,0,0,1,0,0,0,0,7.799600678253571,1.0986122886681098,9.25339986143663,0.0,3.828641396489095,3.970291913552122
7960,0,0.0,0,39.0,0,7.0,45692.0,No,169069.0,Yes,M,z_High School,Clerical,8,Private,7790.0,6,Pickup,yes,6627.0,1,No,9,1.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,2,1,0,0,0,0,0,10.729700392283613,2.302585092994046,8.960596138864794,0.6931471805599453,3.6635616461296463,2.0794415416798357
7961,0,0.0,0,48.0,0,6.0,32424.0,No,168411.0,Yes,M,z_High School,Clerical,37,Private,13710.0,6,Minivan,yes,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,1,1,0,0,0,0,0,10.386685009184644,0.0,9.52588077255636,0.0,3.871201010907891,3.6109179126442243
7962,1,4993.0,0,36.0,0,9.0,79801.0,No,0.0,z_No,z_F,z_High School,z_Blue Collar,21,Commercial,23110.0,6,z_SUV,no,0.0,0,No,2,1.0,Highly Urban/ Urban,0,0,1,0,0,1,2.0,0,0,0,0,0,0,0,11.287303845780478,1.0986122886681098,10.048020703268426,0.0,3.58351893845611,3.044522437723423
7963,0,0.0,0,57.0,0,12.0,59305.0,No,214635.0,z_No,z_F,Masters,Lawyer,16,Private,28000.0,4,Minivan,no,0.0,0,No,2,14.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,1,1,1,0,0,1,1,10.99046576030587,1.0986122886681098,10.239959789157341,0.0,4.04305126783455,2.772588722239781
7964,1,4004.0,1,43.0,3,15.0,122806.0,Yes,0.0,z_No,z_F,Bachelors,z_Blue Collar,19,Commercial,18080.0,1,z_SUV,no,1784.0,1,No,4,14.0,Highly Urban/ Urban,1,0,1,0,0,2,2.0,0,0,1,1,1,0,1,11.718369296327884,1.6094379124341003,9.802561633946167,0.6931471805599453,3.7612001156935624,2.9444389791664403
7965,0,0.0,0,56.0,0,16.0,47862.0,No,0.0,z_No,z_F,Masters,Professional,56,Private,27320.0,7,Minivan,no,0.0,0,No,0,13.0,Highly Urban/ Urban,0,0,0,0,0,3,4.0,1,0,1,0,0,1,1,10.776098042322785,0.0,10.215374313684727,0.0,4.02535169073515,4.02535169073515
7966,1,6907.0,0,50.0,0,8.0,91589.0,No,287485.0,Yes,z_F,z_High School,z_Blue Collar,40,Commercial,6730.0,17,z_SUV,no,0.0,0,Yes,0,10.0,Highly Urban/ Urban,0,1,1,1,0,1,2.0,0,1,1,0,0,0,0,11.425077374397032,0.0,8.814330422638774,0.0,3.912023005428146,3.6888794541139363
7968,0,0.0,0,50.0,0,13.0,61302.0,No,263318.0,Yes,z_F,z_High School,z_Blue Collar,52,Commercial,28390.0,6,Pickup,no,7787.0,1,No,6,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,2,1,0,0,0,0,0,11.023584060367908,1.9459101490553132,10.253792249467017,0.6931471805599453,3.912023005428146,3.9512437185814275
7970,0,0.0,0,32.0,1,8.0,76002.0,No,232538.0,Yes,z_F,Bachelors,Professional,49,Private,12300.0,1,z_SUV,no,8223.0,1,No,4,12.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,0,1,1,1,0,1,1,11.238528092173613,1.6094379124341003,9.417354541360508,0.6931471805599453,3.4657359027997265,3.8918202981106265
7972,0,0.0,0,50.0,0,14.0,226780.0,No,574552.0,Yes,M,PhD,Not Specified,5,Commercial,35350.0,8,Panel Truck,yes,0.0,0,No,0,12.0,Highly Urban/ Urban,0,1,1,0,0,4,8.0,5,1,1,0,0,1,1,12.331740073076034,0.0,10.473053671324719,0.0,3.912023005428146,1.6094379124341003
7973,0,0.0,0,41.0,0,15.0,43392.0,No,145587.0,Yes,M,<High School,Clerical,58,Private,5840.0,4,Pickup,yes,0.0,0,No,0,7.0,z_Highly Rural/ Rural,0,1,0,0,1,0,3.0,2,1,1,0,0,0,0,10.678053416757233,0.0,8.672486075822272,0.0,3.713572066704308,4.060443010546419
7975,0,0.0,0,50.0,0,13.0,195523.0,No,0.0,z_No,M,PhD,Not Specified,29,Commercial,17360.0,4,Van,yes,0.0,0,No,6,11.0,Highly Urban/ Urban,0,0,1,0,0,4,8.0,4,0,1,0,0,1,1,12.18343841302124,1.9459101490553132,9.761923988214342,0.0,3.912023005428146,3.367295829986474
7977,0,0.0,0,48.0,0,14.0,69643.0,No,245463.0,z_No,M,Bachelors,Clerical,33,Commercial,9970.0,10,Pickup,yes,0.0,0,No,0,1.0,Highly Urban/ Urban,0,0,1,0,0,2,3.0,2,1,0,0,0,0,1,11.151151830486489,0.0,9.207335862955883,0.0,3.871201010907891,3.4965075614664802
7978,0,0.0,2,38.0,3,15.0,15614.0,No,104999.0,Yes,M,<High School,z_Blue Collar,38,Private,9980.0,6,Minivan,yes,995.0,2,No,6,7.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,1,1,1,1,1,0,0,9.65598726971718,1.9459101490553132,9.20833836930551,1.0986122886681098,3.6375861597263857,3.6375861597263857
7979,0,0.0,0,58.0,0,13.0,36950.0,No,215692.0,z_No,M,z_High School,z_Blue Collar,19,Commercial,9390.0,1,z_SUV,yes,0.0,0,No,0,1.0,Highly Urban/ Urban,0,0,1,0,0,1,2.0,0,1,0,0,0,0,0,10.517347989609593,0.0,9.147400572202308,0.0,4.060443010546419,2.9444389791664403
7980,1,3966.0,0,33.0,3,0.0,0.0,Yes,0.0,z_No,z_F,z_High School,Student,52,Commercial,16670.0,7,Sports Car,no,1051.0,1,No,0,9.0,Highly Urban/ Urban,1,0,1,0,0,1,0.0,3,0,1,1,0,0,0,0.0,0.0,9.72136597574484,0.6931471805599453,3.4965075614664802,3.9512437185814275
7981,0,0.0,0,53.0,0,11.0,10543.0,No,0.0,Yes,M,z_High School,Student,37,Commercial,27800.0,4,Panel Truck,yes,0.0,0,Yes,0,8.0,z_Highly Rural/ Rural,0,1,1,1,1,1,0.0,5,0,1,0,0,0,0,9.263312256742289,0.0,10.232791299678729,0.0,3.970291913552122,3.6109179126442243
7982,0,0.0,0,51.0,0,14.0,102469.0,No,336343.0,Yes,z_F,Masters,Lawyer,27,Private,6600.0,1,Sports Car,no,0.0,0,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,3,1,1,0,0,1,1,11.537325351793763,0.0,8.794824928014517,0.0,3.9318256327243257,3.295836866004329
7983,0,0.0,0,37.0,1,14.0,76930.0,No,280067.0,Yes,z_F,Bachelors,Professional,11,Private,12890.0,1,Minivan,no,0.0,0,No,2,9.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,1,1,1,1,0,1,1,11.2506641951986,1.0986122886681098,9.464207095933233,0.0,3.6109179126442243,2.3978952727983707
7984,0,0.0,0,51.0,0,15.0,142521.0,No,353218.0,Yes,z_F,Bachelors,Manager,36,Private,22440.0,1,Minivan,no,0.0,0,No,0,11.0,Highly Urban/ Urban,0,1,0,0,0,2,7.0,1,1,1,0,0,1,1,11.867251652739467,0.0,10.018600359636633,0.0,3.9318256327243257,3.58351893845611
7985,0,0.0,0,54.0,0,14.0,59690.0,No,226836.0,Yes,M,z_High School,Professional,59,Commercial,26410.0,13,Panel Truck,no,0.0,0,Yes,0,1.0,Highly Urban/ Urban,0,1,1,1,0,1,4.0,5,1,0,0,0,1,0,10.996936534247357,0.0,10.181498005291179,0.0,3.9889840465642745,4.07753744390572
7988,1,7765.0,1,38.0,1,12.0,149453.0,No,390144.0,Yes,M,Bachelors,Professional,24,Private,23120.0,6,Minivan,no,0.0,0,No,1,6.0,Highly Urban/ Urban,0,1,0,0,0,2,4.0,1,1,1,1,1,1,1,11.914743932158196,0.6931471805599453,10.048453322786314,0.0,3.6375861597263857,3.1780538303479458
7989,1,4308.0,0,41.0,2,17.0,21696.0,No,84618.0,Yes,z_F,<High School,z_Blue Collar,33,Private,9530.0,6,z_SUV,no,0.0,0,No,4,3.0,Highly Urban/ Urban,0,1,0,0,0,0,2.0,0,1,1,1,0,0,0,9.984929281123371,1.6094379124341003,9.162199996648248,0.0,3.713572066704308,3.4965075614664802
7990,1,31356.852052,0,48.0,0,11.0,39285.0,No,0.0,z_No,z_F,<High School,z_Blue Collar,26,Private,22930.0,1,Pickup,no,6367.0,1,No,7,1.0,Highly Urban/ Urban,0,0,0,0,0,0,2.0,2,0,0,0,0,0,0,10.578623500294222,2.0794415416798357,10.04020137585195,0.6931471805599453,3.871201010907891,3.258096538021482
7991,0,0.0,0,44.0,0,12.0,5069.0,No,0.0,z_No,z_F,<High School,Student,37,Private,5900.0,6,Sports Car,no,8026.0,1,No,6,1.0,Highly Urban/ Urban,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,8.531096096585228,1.9459101490553132,8.68270762989381,0.6931471805599453,3.784189633918261,3.6109179126442243
7992,0,0.0,0,27.0,3,13.0,26012.0,No,128197.0,Yes,z_F,z_High School,Clerical,5,Private,19250.0,6,z_SUV,no,0.0,0,No,2,5.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,0,1,1,1,0,0,0,10.16635169204527,1.0986122886681098,9.86526633971593,0.0,3.295836866004329,1.6094379124341003
7994,0,0.0,0,43.0,3,0.0,0.0,No,74577.0,Yes,z_F,z_High School,Home Maker,52,Private,14740.0,6,Minivan,no,0.0,0,No,0,5.429862627503281,Highly Urban/ Urban,0,1,0,0,0,1,1.0,1,1,1,1,0,0,0,0.0,0.0,9.598320165743328,0.0,3.7612001156935624,3.9512437185814275
7995,0,0.0,0,50.0,0,10.0,199653.0,No,491482.0,Yes,z_F,Masters,Not Specified,21,Commercial,26370.0,15,Pickup,no,0.0,0,No,0,19.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,2,1,1,0,0,1,1,12.204341147352025,0.0,10.179982279347332,0.0,3.912023005428146,3.044522437723423
7997,0,0.0,0,62.0,0,15.0,35296.0,No,189767.0,Yes,z_F,z_High School,Manager,21,Private,18260.0,10,Sports Car,no,8839.0,2,No,6,9.0,Highly Urban/ Urban,0,1,0,0,0,1,7.0,3,1,1,0,0,1,0,10.471553253474193,1.9459101490553132,9.81246815414896,1.0986122886681098,4.127134385045092,3.044522437723423
7999,1,4681.0,0,26.0,1,11.0,56347.0,No,201599.0,Yes,M,z_High School,z_Blue Collar,30,Commercial,16410.0,10,Van,yes,0.0,0,No,0,1.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,4,1,0,1,0,0,0,10.939302026380197,0.0,9.705646184084136,0.0,3.258096538021482,3.4011973816621555
8000,0,0.0,0,57.0,0,11.0,72611.0,No,0.0,z_No,M,Masters,Lawyer,44,Private,19410.0,4,Minivan,no,0.0,0,No,0,16.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,1,0,1,0,0,1,1,11.192885476410321,0.0,9.873543676163056,0.0,4.04305126783455,3.784189633918261
8001,0,0.0,0,41.0,0,0.0,0.0,No,0.0,Yes,z_F,<High School,Student,18,Private,3550.0,9,z_SUV,no,0.0,0,No,2,1.0,z_Highly Rural/ Rural,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,1.0986122886681098,8.174702882469461,0.0,3.713572066704308,2.8903717578961645
8002,0,0.0,0,51.0,0,8.0,25152.0,No,0.0,z_No,z_F,Masters,Manager,51,Private,22480.0,6,Pickup,no,0.0,0,No,3,16.0,Highly Urban/ Urban,0,0,0,0,0,3,7.0,2,0,1,0,0,1,1,10.132732452708314,1.3862943611198906,10.020381304007627,0.0,3.9318256327243257,3.9318256327243257
8003,0,0.0,0,45.0,0,9.0,109237.0,No,0.0,z_No,z_F,Masters,Lawyer,17,Private,26900.0,7,z_SUV,no,0.0,0,No,0,19.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,0,0,1,0,0,1,1,11.601284267108069,0.0,10.19988156558993,0.0,3.8066624897703196,2.833213344056216
8004,0,0.0,0,41.0,0,0.0,0.0,No,68224.0,z_No,z_F,<High School,Home Maker,44,Private,2320.0,6,z_SUV,no,0.0,0,No,0,5.0,z_Highly Rural/ Rural,0,0,0,0,1,0,1.0,0,1,1,0,0,0,0,0.0,0.0,7.749322464660356,0.0,3.713572066704308,3.784189633918261
8005,0,0.0,0,62.0,0,14.0,25482.0,No,170408.0,Yes,z_F,Masters,Lawyer,8,Private,7790.0,1,Sports Car,no,9348.0,4,No,0,13.0,Highly Urban/ Urban,0,1,0,0,0,3,6.0,3,1,1,0,0,1,1,10.145766842158814,0.0,8.960596138864794,1.6094379124341003,4.127134385045092,2.0794415416798357
8006,0,0.0,0,47.0,0,15.0,62068.0,No,208644.0,z_No,M,Bachelors,Manager,45,Private,13380.0,7,Minivan,no,0.0,0,No,0,1.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,1,1,0,0,0,1,1,11.03600194843532,0.0,9.50151633368222,0.0,3.8501476017100584,3.8066624897703196
8007,0,0.0,0,52.0,0,10.0,4119.0,No,0.0,z_No,M,z_High School,Student,21,Private,7110.0,4,Pickup,yes,0.0,0,No,1,8.0,Highly Urban/ Urban,0,0,0,0,0,1,0.0,2,0,1,0,0,0,0,8.323608442343572,0.6931471805599453,8.869257522797287,0.0,3.9512437185814275,3.044522437723423
8008,0,0.0,0,43.0,3,17.0,19012.0,No,166396.0,Yes,z_F,<High School,Clerical,69,Private,7700.0,7,Sports Car,no,0.0,0,No,0,1.0,z_Highly Rural/ Rural,0,1,0,0,1,0,3.0,3,1,0,1,0,0,0,9.852878234709586,0.0,8.948975607841776,0.0,3.7612001156935624,4.23410650459726
8009,0,0.0,0,55.0,0,12.0,130162.0,No,356853.0,z_No,z_F,Bachelors,z_Blue Collar,17,Commercial,28420.0,3,Sports Car,no,0.0,0,No,1,7.0,z_Highly Rural/ Rural,0,0,1,0,1,2,2.0,3,1,1,0,0,0,1,11.77654279018293,0.6931471805599453,10.254848401651092,0.0,4.007333185232471,2.833213344056216
8010,1,6001.0,0,51.0,0,13.0,106722.0,No,289522.0,z_No,M,z_High School,z_Blue Collar,34,Commercial,17270.0,1,Van,no,0.0,0,No,2,1.0,Highly Urban/ Urban,0,0,1,0,0,1,2.0,4,1,0,0,0,0,0,11.577991971698873,1.0986122886681098,9.756726171140725,0.0,3.9318256327243257,3.5263605246161616
8011,0,0.0,1,39.0,3,10.0,44920.0,Yes,0.0,z_No,z_F,z_High School,z_Blue Collar,27,Commercial,20350.0,7,z_SUV,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural,1,0,1,0,1,1,2.0,0,0,1,1,1,0,0,10.712660670403343,0.0,9.920836190870741,0.0,3.6635616461296463,3.295836866004329
8012,1,4953.0,0,39.0,3,16.0,66525.0,No,228868.0,Yes,M,z_High School,z_Blue Collar,34,Commercial,14000.0,4,Minivan,no,0.0,0,No,1,9.0,Highly Urban/ Urban,0,1,1,0,0,1,2.0,1,1,1,1,0,0,0,11.10534812767579,0.6931471805599453,9.546812608597396,0.0,3.6635616461296463,3.5263605246161616
8013,0,0.0,0,55.0,0,12.0,26597.0,No,183867.0,Yes,M,Masters,Manager,28,Commercial,27190.0,9,Panel Truck,no,0.0,0,No,1,15.0,Highly Urban/ Urban,0,1,1,0,0,3,7.0,5,1,1,0,0,1,1,10.188591303973109,0.6931471805599453,10.210604537626516,0.0,4.007333185232471,3.332204510175204
8014,0,0.0,0,52.0,0,7.0,73574.0,No,224049.0,Yes,M,z_High School,Professional,43,Private,6700.0,6,Pickup,yes,1496.0,3,No,3,1.0,Highly Urban/ Urban,0,1,0,0,0,1,4.0,2,1,0,0,0,1,0,11.206060573101674,1.3862943611198906,8.809862805379057,1.3862943611198906,3.9512437185814275,3.7612001156935624
8015,1,6190.0,0,39.0,0,11.0,67608.0,No,0.0,z_No,M,Bachelors,Professional,32,Private,12160.0,1,Minivan,yes,0.0,0,No,3,9.0,Highly Urban/ Urban,0,0,0,0,0,2,4.0,1,0,1,0,0,1,1,11.121496389263907,1.3862943611198906,9.405907155520158,0.0,3.6635616461296463,3.4657359027997265
8016,0,0.0,0,49.0,0,2.0,132359.0,No,341357.0,Yes,M,Masters,Not Specified,40,Commercial,27910.0,6,Panel Truck,no,3408.0,1,No,5,15.0,Highly Urban/ Urban,0,1,1,0,0,3,8.0,5,1,1,0,0,1,1,11.793280762035549,1.791759469228055,10.236740326530368,0.6931471805599453,3.8918202981106265,3.6888794541139363
8017,0,0.0,0,40.0,2,13.0,55599.0,No,0.0,Yes,z_F,Masters,Professional,18,Private,11060.0,7,Sports Car,no,0.0,0,No,2,19.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,3,0,1,1,0,1,1,10.925938480238674,1.0986122886681098,9.311090275076326,0.0,3.6888794541139363,2.8903717578961645
8020,0,0.0,0,40.0,0,14.0,381.0,No,53204.0,Yes,z_F,Masters,Home Maker,39,Private,1540.0,6,z_SUV,no,0.0,0,No,0,24.0,Highly Urban/ Urban,0,1,0,0,0,3,1.0,0,1,1,0,0,0,1,5.945420608606575,0.0,7.3395376954076745,0.0,3.6888794541139363,3.6635616461296463
8021,0,0.0,0,48.0,0,12.0,111783.0,No,0.0,z_No,M,Bachelors,Manager,22,Private,1500.0,1,Minivan,no,4724.0,2,No,0,15.0,Highly Urban/ Urban,0,0,0,0,0,2,7.0,1,0,1,0,0,1,1,11.624323716760284,0.0,7.313220387090301,1.0986122886681098,3.871201010907891,3.091042453358316
8022,0,0.0,1,39.0,2,12.0,956.0,No,0.0,Yes,z_F,Bachelors,Student,25,Commercial,17550.0,1,z_SUV,no,0.0,0,No,0,9.0,z_Highly Rural/ Rural,0,1,1,0,1,2,0.0,0,0,1,1,1,0,1,6.863803391452954,0.0,9.772809228894012,0.0,3.6635616461296463,3.2188758248682006
8023,0,0.0,0,40.0,0,9.0,78658.0,No,236005.0,z_No,z_F,Masters,Lawyer,69,Private,17040.0,4,Pickup,no,0.0,0,No,1,15.0,z_Highly Rural/ Rural,0,0,0,0,1,3,6.0,2,1,1,0,0,1,1,11.272877332963215,0.6931471805599453,9.743318800383307,0.0,3.6888794541139363,4.23410650459726
8024,0,0.0,0,41.0,0,9.0,107814.0,No,282778.0,z_No,M,Masters,Not Specified,44,Commercial,18920.0,4,Van,no,0.0,0,No,0,17.0,Highly Urban/ Urban,0,0,1,0,0,3,8.0,4,1,1,0,0,1,1,11.588172074344767,0.0,9.847974842605868,0.0,3.713572066704308,3.784189633918261
8025,0,0.0,0,55.0,0,13.0,59217.0,No,217584.0,Yes,M,Bachelors,Professional,13,Private,13950.0,6,Minivan,yes,0.0,0,Yes,1,11.0,Highly Urban/ Urban,0,1,0,1,0,2,4.0,1,1,1,0,0,1,1,10.988980828711085,0.6931471805599453,9.543234787249512,0.0,4.007333185232471,2.5649493574615367
8026,0,0.0,0,35.0,0,10.0,17617.0,No,0.0,Yes,M,Bachelors,Student,62,Commercial,6760.0,9,Pickup,yes,0.0,0,No,0,10.0,Highly Urban/ Urban,0,1,1,0,0,2,0.0,2,0,1,0,0,0,1,9.776676385669742,0.0,8.81877816903701,0.0,3.5553480614894135,4.127134385045092
8028,0,0.0,0,47.0,0,14.0,119222.0,No,338080.0,Yes,M,Bachelors,z_Blue Collar,49,Commercial,27670.0,4,Panel Truck,yes,0.0,0,Yes,0,8.356085309573263,Highly Urban/ Urban,0,1,1,1,0,2,2.0,5,1,1,0,0,0,1,11.68875096802048,0.0,10.228104072780972,0.0,3.8501476017100584,3.8918202981106265
8029,1,7776.0,0,32.0,2,15.0,29206.0,No,146212.0,Yes,z_F,z_High School,Clerical,24,Private,13390.0,1,Pickup,no,4447.0,1,No,0,8.0,Highly Urban/ Urban,0,1,0,0,0,1,3.0,2,1,1,1,0,0,0,10.282163685554078,0.0,9.502263438685219,0.6931471805599453,3.4657359027997265,3.1780538303479458
8030,0,0.0,0,48.0,0,7.0,70308.0,No,0.0,z_No,z_F,Bachelors,Professional,5,Private,27540.0,4,Pickup,no,0.0,0,No,0,11.0,Highly Urban/ Urban,0,0,0,0,0,2,4.0,2,0,1,0,0,1,1,11.160655092364143,0.0,10.223394772282646,0.0,3.871201010907891,1.6094379124341003
8031,0,0.0,0,27.0,1,14.0,26840.0,No,0.0,Yes,z_F,<High School,Clerical,57,Private,7750.0,1,z_SUV,no,4537.0,2,No,3,1.0,z_Highly Rural/ Rural,0,1,0,0,1,0,3.0,0,0,0,1,0,0,0,10.197685848215706,1.3862943611198906,8.955448122347393,1.0986122886681098,3.295836866004329,4.04305126783455
8032,0,0.0,0,51.0,0,8.0,112819.0,No,345297.0,z_No,M,Masters,Professional,33,Private,18660.0,7,Minivan,no,0.0,0,No,1,20.0,Highly Urban/ Urban,0,0,0,0,0,3,4.0,1,1,1,0,0,1,1,11.633548907293967,0.6931471805599453,9.834137474401334,0.0,3.9318256327243257,3.4965075614664802
8033,0,0.0,1,43.0,3,13.0,14216.0,Yes,0.0,z_No,z_F,<High School,Home Maker,29,Private,7500.0,1,z_SUV,no,0.0,0,Yes,0,1.0,z_Highly Rural/ Rural,1,0,0,1,1,0,1.0,0,0,0,1,1,0,0,9.562193710635698,0.0,8.922658299524402,0.0,3.7612001156935624,3.367295829986474
8034,0,0.0,0,46.0,0,4.0,56062.0,No,223241.0,z_No,M,Bachelors,Professional,48,Commercial,6100.0,1,Pickup,no,0.0,0,No,1,7.0,z_Highly Rural/ Rural,0,0,1,0,1,2,4.0,2,1,1,0,0,1,1,10.934231337378996,0.6931471805599453,8.716044050161402,0.0,3.828641396489095,3.871201010907891
8035,0,0.0,0,47.0,0,10.0,70241.0,No,190629.0,Yes,M,Bachelors,Manager,52,Private,15670.0,1,Minivan,yes,0.0,0,No,0,6.0,Highly Urban/ Urban,0,1,0,0,0,2,7.0,1,1,1,0,0,1,1,11.159701701707727,0.0,9.659503335350067,0.0,3.8501476017100584,3.9512437185814275
8037,1,1322.1355348,0,58.0,0,8.0,83521.0,No,275791.0,Yes,M,Bachelors,Professional,37,Commercial,23260.0,6,Panel Truck,yes,0.0,0,No,2,1.0,Highly Urban/ Urban,0,1,1,0,0,2,4.0,5,1,0,0,0,1,1,11.332865349189909,1.0986122886681098,10.054490426072656,0.0,4.060443010546419,3.6109179126442243
8038,0,0.0,0,42.0,3,11.0,74355.0,No,260195.0,Yes,z_F,Bachelors,z_Blue Collar,47,Commercial,30110.0,1,Pickup,no,0.0,0,No,0,13.0,z_Highly Rural/ Rural,0,1,1,0,1,2,2.0,2,1,1,1,0,0,1,11.216619648027034,0.0,10.312612621475779,0.0,3.7376696182833684,3.8501476017100584
8039,0,0.0,2,47.0,0,12.0,128796.0,No,393866.0,Yes,M,Masters,Professional,64,Private,11460.0,1,z_SUV,no,0.0,0,No,0,16.0,Highly Urban/ Urban,0,1,0,0,0,3,4.0,0,1,1,0,1,1,1,11.765992800455663,0.0,9.346617990268731,0.0,3.8501476017100584,4.1588830833596715
8041,0,0.0,0,33.0,0,10.0,93522.0,No,0.0,z_No,z_F,Masters,Lawyer,36,Private,3500.0,1,z_SUV,no,42413.0,3,No,1,18.0,Highly Urban/ Urban,0,0,0,0,0,3,6.0,0,0,1,0,0,1,1,11.445962674331183,0.6931471805599453,8.160518247477505,1.3862943611198906,3.4965075614664802,3.58351893845611
8042,0,0.0,0,47.0,0,0.0,0.0,No,0.0,Yes,M,z_High School,Student,52,Commercial,6970.0,10,Minivan,yes,0.0,0,No,5,1.0,z_Highly Rural/ Rural,0,1,1,0,1,1,0.0,1,0,0,0,0,0,0,0.0,1.791759469228055,8.84937050375457,0.0,3.8501476017100584,3.9512437185814275
8043,0,0.0,0,49.0,0,11.0,63827.0,No,0.0,z_No,M,Bachelors,z_Blue Collar,37,Commercial,12780.0,3,Minivan,yes,6428.0,2,No,1,9.0,Highly Urban/ Urban,0,0,1,0,0,2,2.0,1,0,1,0,0,0,1,11.063947244530318,0.6931471805599453,9.455636727931525,1.0986122886681098,3.8918202981106265,3.6109179126442243
8045,0,0.0,0,31.0,3,11.425535709089402,70309.0,Yes,234283.0,z_No,M,Bachelors,Manager,13,Private,4600.0,10,Pickup,yes,0.0,0,No,0,8.0,Highly Urban/ Urban,1,0,0,0,0,2,7.0,2,1,1,1,0,1,1,11.160669315193207,0.0,8.433811582477187,0.0,3.4339872044851463,2.5649493574615367
8046,0,0.0,0,47.0,0,0.0,0.0,No,0.0,z_No,z_F,<High School,Student,18,Private,21190.0,1,Minivan,no,0.0,0,No,0,6.0,Highly Urban/ Urban,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0.0,0.0,9.961284651262345,0.0,3.8501476017100584,2.8903717578961645
